"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 23:26:40,FALSE,NA,"869696593225592832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raillabean_",129,TRUE,FALSE,NA,NA
"2","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 23:21:04,FALSE,NA,"869695181469007874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sh_yool",129,TRUE,FALSE,NA,NA
"3","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 23:16:23,FALSE,NA,"869694005872738305",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","leeinfo",129,TRUE,FALSE,NA,NA
"4","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 23:13:00,FALSE,NA,"869693151203672064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yangzn13",129,TRUE,FALSE,NA,NA
"5","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 22:49:58,FALSE,NA,"869687354952306688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","futuremoregood",129,TRUE,FALSE,NA,NA
"6","국민연금이 석탄 발전소에 이조 / 투자해서 미세먼지가 조낸 발생 되는데 일조",FALSE,0,NA,2017-05-30 22:31:42,FALSE,NA,"869682760889245696",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","attackbaby",0,FALSE,FALSE,NA,NA
"7","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 22:14:32,FALSE,NA,"869678439518752769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pupupu2015",129,TRUE,FALSE,NA,NA
"8","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 21:53:51,FALSE,NA,"869673232793653248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kbn7614",129,TRUE,FALSE,NA,NA
"9","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 21:31:52,FALSE,NA,"869667703409094656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","volun",129,TRUE,FALSE,NA,NA
"10","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 21:28:22,FALSE,NA,"869666822554927104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hjung1007",129,TRUE,FALSE,NA,NA
"11","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 20:58:25,FALSE,NA,"869659282781773824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bomnal55",129,TRUE,FALSE,NA,NA
"12","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 20:43:42,FALSE,NA,"869655580327018496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rique_soo",129,TRUE,FALSE,NA,NA
"13","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 20:33:12,FALSE,NA,"869652936992751616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eonekook",129,TRUE,FALSE,NA,NA
"14","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 20:12:55,FALSE,NA,"869647835431485441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guardianhood",129,TRUE,FALSE,NA,NA
"15","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 19:07:25,FALSE,NA,"869631351766384641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","now__here",129,TRUE,FALSE,NA,NA
"16","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 16:59:38,FALSE,NA,"869599194083930113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RaynaKim1008",129,TRUE,FALSE,NA,NA
"17","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 16:41:56,FALSE,NA,"869594736910188544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hahaha_ggzz",129,TRUE,FALSE,NA,NA
"18","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 16:31:55,FALSE,NA,"869592216523612160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cleanwiseryu",129,TRUE,FALSE,NA,NA
"19","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 16:28:39,FALSE,NA,"869591395769524224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qhadlwhgek",129,TRUE,FALSE,NA,NA
"20","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 16:15:56,FALSE,NA,"869588193930342403",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chenya_R",129,TRUE,FALSE,NA,NA
"21","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 16:05:24,FALSE,NA,"869585545554345985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maroo_Hooni",129,TRUE,FALSE,NA,NA
"22","RT @JTBC_news: [JTBC 뉴스룸] #단독 국민연금, '미세먼지 주범' 석탄발전소에 2조 투자 https://t.co/CeN7BzOKWY 국회, 연기금 투자할 곳 정할 때 '사회적 책임' 강화하는 법안 발의. 법안 심의 과정서 사회적 책임…",FALSE,0,NA,2017-05-30 15:43:45,FALSE,NA,"869580093739249664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milmilmilk_",129,TRUE,FALSE,NA,NA
